136,31062
136,31063
141,31064
142,31065
142,31066
2,31067
145,31067
147,31068
142,31064
142,31069
2,31070
136,31071
136,31072
136,31073
154,31074
155,31075
136,31076
136,31077
132,31078
136,31078
171,31079
176,31080
87,31081
145,31082
87,31083
136,31084
136,31085
136,31086
171,31087
175,31088
151,31089
151,31090
151,31091
151,31092
151,31093
151,31094
151,31065
132,31082
149,31095
192,31096
136,31095
146,31097
191,31098
136,31099
191,31100
171,31101
146,31101
145,31102
142,31103
142,31080
60,31065
146,31104
191,31105
191,31106
191,31107
175,31108
175,31109
175,31110
60,31104
208,31105
208,31089
145,31111
191,31112
191,31113
213,31099
151,31114
151,31115
208,31116
208,31118
208,31120
217,31121
212,31122
122,31063
208,31123
214,31074
213,31095
213,31125
213,31126
230,31127
175,31065
175,31128
208,31109
208,31129
63,31130
213,31131
61,31067
237,31101
213,31132
212,31133
208,31134
132,31135
208,31136
212,31137
208,31138
212,31104
121,31065
154,31139
178,31121
256,31143
82,31144
175,31145
258,31146
228,31112
175,31147
260,31148
260,31103
170,31086
260,31149
260,31134
260,31108
260,31150
260,31151
260,31152
260,31153
191,31154
191,31155
191,31156
120,31157
228,31158
260,31159
260,31160
260,31162
260,31163
228,31164
280,31065
260,31137
217,31165
175,31166
148,31167
240,31168
285,31081
267,31169
285,31170
208,31171
176,31172
158,31102
217,31173
2,31174
61,31175
299,31176
61,31177
191,31178
42,31179
176,31180
139,31181
139,31105
139,31182
2,31183
309,31184
309,31185
309,31186
309,31065
309,31139
309,31187
309,31188
309,31189
309,31190
309,31191
121,31192
208,31179
239,31193
139,31081
139,31195
323,31196
283,31167
239,31197
208,31198
208,31199
208,31200
42,31201
323,31202
217,31203
42,31118
2,31204
95,31125
340,31205
191,31201
333,31206
340,31207
42,31133
340,31208
299,31119
340,31209
340,31210
340,31211
340,31212
340,31213
288,31214
219,31101
176,31215
340,31216
175,31081
340,31217
340,31106
340,31218
340,31219
340,31220
121,31221
340,31222
340,31223
132,31071
204,31224
42,31225
340,31198
340,31062
352,31226
191,31227
354,31228
340,31118
204,31191
42,31229
60,31105
60,31230
60,31231
260,31232
200,31071
340,31229
42,31233
200,31234
200,31144
154,31235
154,31236
154,31237
154,31193
154,31142
154,31149
154,31214
323,31238
317,31240
191,31093
317,31201
86,31146
317,31241
317,31242
317,31243
317,31244
317,31245
132,31246
317,31247
317,31248
317,31249
317,31250
317,31251
191,31252
317,31253
317,31254
317,31255
335,31256
260,31065
260,31257
191,31258
260,31259
260,31198
139,31260
260,31066
390,31261
347,31207
314,31262
314,31143
394,31263
394,31207
394,31264
2,31118
394,31065
260,31265
306,31266
394,31239
394,31234
260,31214
280,31267
343,31268
398,31269
178,31175
138,31270
401,31176
335,31221
239,31142
260,31146
42,31271
258,31101
208,31272
204,31101
30,31080
348,31152
409,31166
132,31273
394,31274
178,31076
306,31088
269,31068
15,31167
317,31276
422,31101
335,31140
219,31277
239,31278
191,31279
175,31280
44,31262
340,31281
299,31230
268,31283
340,31284
158,31285
15,31286
422,31121
258,31226
335,31202
30,31287
15,31288
30,31289
421,31103
219,31287
239,31160
15,31101
138,31234
121,31115
121,31177
121,31290
333,31291
333,31292
340,31293
341,31162
315,31294
260,31101
146,31270
146,31295
146,31296
146,31146
146,31297
146,31214
146,31298
146,31161
260,31221
146,31145
260,31072
146,31260
146,31218
333,31299
260,31300
260,31301
458,31302
260,31303
146,31301
343,31304
260,31075
298,31260
191,31273
333,31305
461,31089
333,31306
463,31106
175,31307
314,31170
461,31308
461,31192
333,31309
314,31310
333,31311
260,31074
260,31086
146,31311
309,31152
309,31312
309,31313
15,31314
471,31315
260,31080
333,31316
461,31317
333,31318
285,31174
333,31319
340,31320
179,31316
461,31296
461,31321
333,31322
340,31321
340,31323
191,31324
477,31325
461,31326
461,31071
333,31084
333,31327
309,31328
333,31329
333,31273
343,31072
483,31296
333,31330
485,31331
333,31071
488,31332
176,31303
489,31320
191,31333
191,31334
461,31335
146,31329
491,31336
146,31272
146,31273
175,31234
444,31337
340,31338
191,31339
333,31340
191,31159
285,31341
335,31081
461,31342
495,31101
496,31343
2,31101
2,31320
489,31226
285,31344
285,31128
285,31345
461,31346
461,31273
500,31347
500,31283
176,31086
441,31222
191,31348
41,31349
504,31105
191,31220
504,31273
504,31136
191,31151
380,31149
191,31128
485,31350
18,31351
289,31090
175,31222
18,31088
289,31298
191,31352
507,31095
191,31109
240,31074
461,31331
309,31081
191,31353
237,31354
380,31355
380,31356
508,31357
509,31252
191,31320
67,31358
67,31359
509,31345
317,31177
260,31311
260,31098
158,31360
260,31238
333,31361
67,31362
504,31363
461,31267
285,31364
239,31365
239,31109
504,31366
333,31367
413,31368
206,31369
120,31074
480,31332
175,31239
527,31239
527,31370
156,31371
156,31373
248,31374
472,31375
528,31376
103,31377
504,31378
530,31367
296,31379
63,31380
531,31170
333,31186
335,31381
335,31382
283,31383
532,31384
413,31385
217,31087
533,31095
248,31375
509,31387
507,31388
509,31389
13,31390
82,31086
456,31179
217,31105
103,31241
103,31114
188,31392
103,31283
103,31393
260,31394
546,31369
546,31395
298,31396
133,31397
206,31398
533,31395
191,31399
88,31101
551,31145
174,31095
333,31287
306,31349
473,31071
103,31085
103,31400
103,31071
441,31156
258,31401
298,31402
473,31403
191,31404
104,31112
424,31234
217,31405
424,31239
441,31215
441,31107
333,31108
324,31406
103,31091
103,31407
557,31304
558,31408
560,31409
560,31410
562,31411
538,31412
565,31413
441,31414
441,31101
364,31105
549,31415
364,31136
80,31416
80,31401
414,31376
568,31287
568,31156
414,31417
568,31418
549,31065
549,31419
103,31074
103,31420
473,31326
103,31089
575,31332
576,31421
176,31071
13,31422
341,31324
289,31386
581,31423
234,31424
133,31401
582,31374
298,31395
551,31084
309,31425
309,31426
551,31406
441,31427
103,31316
9,31205
208,31428
442,31429
459,31065
473,31287
459,31430
459,31093
103,31431
360,31432
309,31433
103,31434
604,31310
605,31435
309,31436
459,31337
298,31437
608,31293
208,31365
394,31252
456,31175
260,31438
60,31256
456,31315
504,31145
240,31440
456,31384
99,31441
99,31357
381,31442
459,31259
108,31095
146,31063
146,31372
381,31296
617,31402
103,31444
620,31298
103,31144
103,31445
103,31446
74,31447
622,31369
456,31448
456,31449
456,31161
86,31450
46,31320
158,31350
60,31239
60,31451
103,31383
103,31452
103,31453
604,31273
604,31071
364,31324
103,31454
549,31105
456,31456
631,31457
631,31458
631,31459
631,31179
631,31368
631,31460
259,31353
103,31236
142,31461
449,31462
560,31463
497,31304
631,31464
605,31170
631,31428
631,31465
631,31281
425,31286
425,31466
381,31467
425,31168
59,31286
638,31227
335,31468
509,31414
500,31469
120,31273
335,31144
581,31470
79,31471
640,31472
652,31473
217,31068
103,31273
500,31474
133,31396
381,31115
308,31109
176,31475
654,31476
260,31477
260,31105
99,31478
99,31372
260,31479
260,31333
260,31480
260,31243
260,31220
308,31481
120,31071
285,31482
285,31284
655,31118
360,31483
425,31443
425,31388
631,31484
631,31070
631,31087
133,31112
132,31068
133,31479
631,31485
631,31363
631,31198
373,31486
597,31309
308,31487
87,31488
260,31489
608,31187
9,31490
662,31331
489,31491
608,31492
340,31493
340,31494
340,31495
260,31343
340,31496
665,31310
340,31497
504,31081
260,31498
285,31499
631,31164
103,31497
409,31500
484,31501
396,31064
620,31102
324,31469
670,31401
671,31305
425,31501
425,31331
133,31502
448,31228
613,31503
103,31317
260,31504
260,31283
260,31215
260,31505
260,31506
260,31507
260,31508
679,31435
260,31509
333,31511
285,31465
285,31512
260,31084
631,31513
479,31426
675,31270
165,31505
157,31423
424,31296
15,31514
208,31515
208,31363
2,31516
333,31517
133,31518
217,31437
165,31519
165,31453
133,31520
626,31521
240,31273
691,31522
122,31074
148,31523
448,31301
638,31524
675,31525
613,31526
208,31189
509,31424
686,31527
442,31469
638,31528
631,31436
631,31383
448,31072
509,31529
675,31530
675,31115
638,31531
206,31101
450,31532
148,31287
595,31533
148,31362
240,31534
654,31535
654,31415
394,31375
131,31293
675,31431
675,31177
298,31323
631,31536
631,31537
422,31215
675,31412
595,31252
719,31541
595,31321
464,31340
652,31542
258,31322
131,31543
654,31438
285,31545
340,31546
67,31469
686,31547
735,31356
340,31548
456,31284
298,31549
199,31550
461,31551
638,31375
118,31552
280,31553
739,31554
488,31555
381,31556
624,31520
624,31557
741,31558
133,31472
595,31559
208,31387
581,31560
595,31236
